DMS_id,n_variants,median_D,p95_D,frac_highD
KCNJ2_MOUSE_Coyote-Maestas_2022_function,6963,0.5653147860368161,0.8729176265733951,0.10010053138015224
KCNJ2_MOUSE_Coyote-Maestas_2022_surface,6917,0.5664556089753291,0.8693951951978265,0.10004337140378777
KKA2_KLEPN_Melnikov_2014,4960,0.5282330376980137,0.8921701754183633,0.1
LGK_LIPST_Klesmith_2015,7890,0.5594833507733313,0.9035771040571394,0.1
LYAM1_HUMAN_Elazar_2016,359,0.5932504209517184,0.8822562587871695,0.10027855153203342
MAFG_MOUSE_Tsuboyama_2023_1K1V,762,0.6472540968428069,1.0199403445206217,0.1010498687664042
MBD11_ARATH_Tsuboyama_2023_6ACV,1155,0.6231087597343146,0.9722975982095897,0.10043290043290043
MET_HUMAN_Estevam_2023,5393,0.4920282042329593,0.8255877097829583,0.10012979788614872
MK01_HUMAN_Brenan_2016,6809,0.5323341480543972,0.8553107624220163,0.1000146864444118
MLAC_ECOLI_MacRae_2023,4007,0.5853338487628021,0.9121278728795772,0.10007486897928625
MSH2_HUMAN_Jia_2020,16749,0.5901263804097262,0.8739066379156872,0.10000597050570183
MTH3_HAEAE_RockahShmuel_2015,1777,0.5286931637708961,0.8765209069740008,0.10016882386043895
MTHR_HUMAN_Weile_2021,12464,0.594904312129136,0.8980659893776433,0.10004813863928112
MYO3_YEAST_Tsuboyama_2023_2BTT,947,0.5922527946245878,0.9390217866405974,0.1003167898627244
NCAP_I34A1_Doud_2015,9462,0.7481595633861592,1.1271888878057468,0.1000845487212006
NKX31_HUMAN_Tsuboyama_2023_2L9R,1149,0.5193749996184331,0.9052660953722661,0.10008703220191471
NPC1_HUMAN_Erwood_2022_HEK293T,637,0.6287819024704179,0.9193842723839688,0.10047095761381476
NPC1_HUMAN_Erwood_2022_RPE1,63,0.6356536280240076,0.9326569303827533,0.1111111111111111
NRAM_I33A0_Jiang_2016,298,0.7109226297602863,1.1362104404128777,0.10067114093959731
NUD15_HUMAN_Suiter_2020,2844,0.6094522461402602,0.9141729275077203,0.10021097046413502
NUSA_ECOLI_Tsuboyama_2023_1WCL,1306,0.556152722563704,0.9150902072007308,0.1003062787136294
NUSG_MYCTU_Tsuboyama_2023_2MI6,1019,0.5226547828579494,0.9208938075798064,0.10009813542688911
OBSCN_HUMAN_Tsuboyama_2023_1V1C,1213,0.5926539746267891,0.9559406944801299,0.10057708161582853
ODP2_GEOSE_Tsuboyama_2023_1W4G,669,0.5834928673583549,0.9565920768847701,0.10014947683109118
OPSD_HUMAN_Wan_2019,165,0.6124375927272834,0.8823289390699169,0.10303030303030303
OTC_HUMAN_Lo_2023,1570,0.5616918116857492,0.8818926354061977,0.1
OTU7A_HUMAN_Tsuboyama_2023_2L2D,635,0.6664392981603278,1.0737044829785618,0.10078740157480315
OXDA_RHOTO_Vanella_2023_activity,6396,0.5658348568979918,0.909394032183476,0.10006253908692933
OXDA_RHOTO_Vanella_2023_expression,6769,0.5668355313868031,0.9088145284200235,0.1000147732309056
P53_HUMAN_Giacomelli_2018_Null_Etoposide,7467,0.6119945701492054,0.9081401013170105,0.10004017677782241
P53_HUMAN_Giacomelli_2018_Null_Nutlin,7467,0.6136012366218425,0.9083738980553412,0.10004017677782241
P53_HUMAN_Giacomelli_2018_WT_Nutlin,7467,0.6119079541637497,0.9094734608476995,0.10004017677782241
P53_HUMAN_Kotler_2018,1048,0.6161299934739333,0.9046464212116608,0.10019083969465649
P84126_THETH_Chan_2017,1519,0.5431001120202057,0.8604445667944763,0.10006583278472679
PABP_YEAST_Melamed_2013,1187,0.47827604488811304,0.7138364878908263,0.10025273799494525
